ObsID,Triad1A,Triad1B,Triad1C,Triad2A,Triad2B,Triad2C,Triad3A,Triad3B,Triad3C,Factor1,Factor2,FactorC,Time
2508,31.989046,37.19212,30.818832,32.481663,36.206894,31.311447,9.544854,10.591133,79.86401,Mars,Yes,B,Time2
2509,42.703983,47.53694,9.75907,12.784142,20.93596,66.2799,72.628006,16.502466,10.869532,Mars,No,D,Time2
2510,95.06475,4.679802,0.2554381,4.405581,95.3202,0.27422363,5.332353,0.24630737,94.42134,Jupiter,No,D,Time2
2511,20.676344,11.083748,68.23991,8.348548,8.620689,83.03076,74.95329,13.546799,11.499905,Venus,No,A,Time2
2512,6.946606,8.128076,84.92532,30.578289,39.162563,30.259148,9.374019,84.97537,5.6506104,Jupiter,No,A,Time2
2513,8.703404,9.605911,81.69069,82.43221,9.605911,7.961875,31.70582,38.17734,30.116835,Jupiter,Yes,D,Time2
2514,26.925901,48.275864,24.798235,30.642488,37.438423,31.919088,3.835022,46.79803,49.366943,Pluto,No,C,Time2
2515,96.651146,3.2019653,0.1468988,96.365166,1.2315294,2.4033031,91.95045,0.7389221,7.3106236,Jupiter,No,C,Time2
2516,17.83758,3.2019653,78.96046,8.96014,15.024635,76.01522,18.405333,64.77832,16.816347,Uranus,No,A,Time2
2517,11.7968235,1.7241365,86.479034,77.66266,8.128076,14.209268,77.66266,8.128076,14.209268,Venus,No,A,Time2
2518,50.24761,0.24630737,49.506084,40.691795,27.832512,31.475693,97.45892,0.7389221,1.802149,Mars,Yes,D,Time2
2519,32.925644,32.75862,34.31573,14.155083,11.576355,74.26856,14.587953,77.0936,8.31845,Mars,No,D,Time2
2520,71.573906,19.45813,8.967967,80.8855,13.546799,5.5677013,26.750486,51.477833,21.771679,Mercury,Yes,D,Time2
2521,30.710161,34.236458,35.053383,26.228655,55.91133,17.860012,30.680943,37.684727,31.63433,Mars,No,D,Time2
2522,78.61518,8.620689,12.764123,17.793468,70.68965,11.516877,77.71905,6.1576385,16.123308,Venus,No,A,Time2
2523,35.164536,37.19212,27.643343,7.5783296,92.36453,0.05713867,6.3655863,85.46798,8.166435,Mars,Yes,B,Time2
2524,43.774788,14.039406,42.185802,24.809269,51.970448,23.220285,28.908794,53.940887,17.150316,Venus,Yes,A,Time2
2525,17.563156,38.916252,43.520596,12.118226,15.763542,72.118225,31.000942,38.423645,30.575415,Mars,Yes,A,Time2
2526,13.44173,9.605911,76.95236,29.525991,42.11823,28.35578,30.018606,41.133003,28.848392,Venus,Yes,A,Time2
2527,6.9583817,1.2315292,91.81009,0.011743775,6.650245,93.338005,32.937347,35.714287,31.348366,Mars,Yes,A,Time2
2528,49.483643,47.53694,2.9794116,33.67626,34.236458,32.08728,43.077618,39.162563,17.759823,Pluto,Yes,B,Time2
2529,30.529678,36.69951,32.77081,29.768764,41.625614,28.60562,31.246597,38.66995,30.08345,Jupiter,No,C,Time2
2530,30.130753,42.610836,27.258411,31.250132,38.66995,30.079916,30.757519,39.655174,29.587305,Venus,No,D,Time2
2531,6.660423,93.327835,0.011740407,0.5335709,2.216751,97.24967,3.24028,96.718796,0.040928386,Mercury,Yes,A,Time2
2532,48.86983,1.7241365,49.406033,28.626684,30.295572,41.077744,32.412445,37.19212,30.395433,Venus,No,B,Time2
2533,54.069145,44.08867,1.8421899,77.247025,22.413788,0.3391907,47.25645,6.650245,46.093307,Jupiter,Yes,A,Time2
2534,31.528399,37.684727,30.786875,3.8959522,95.886604,0.21743895,30.227991,41.133003,28.639008,Jupiter,Yes,B,Time2
2535,24.980347,49.507393,25.51226,3.7079253,96.277664,0.014409909,1.2679443,97.78325,0.94880366,Jupiter,Yes,A,Time2
2536,32.455177,42.610836,24.933987,37.548267,27.339897,35.11183,30.453423,28.817734,40.728844,Saturns,Yes,B,Time2
2537,87.802925,11.576355,0.6207208,90.96523,2.7093582,6.325406,89.44775,3.2019649,7.3502874,Mars,Yes,B,Time2
2538,7.2564507,6.650245,86.0933,43.810272,32.266006,23.923721,7.3329635,89.901474,2.7655613,Mars,Yes,A,Time2
2539,75.58367,10.591133,13.825197,80.559875,9.1132965,10.326827,31.24243,35.714287,33.04328,Mercury,No,B,Time2
2540,87.68552,6.650245,5.664239,83.72156,8.620689,7.6577396,1.974376,6.1576385,91.86799,Jupiter,Yes,C,Time2
2541,45.252617,11.083748,43.66363,17.213459,69.70444,13.082102,69.14007,20.93596,9.923968,Mars,No,A,Time2
2542,49.68612,2.216751,48.097134,13.873726,78.07882,8.047457,8.880825,10.098526,81.020645,Mars,No,B,Time2
2543,95.37995,3.2019653,1.418085,6.3827424,93.360535,0.25672194,0.35614046,1.7241365,97.919716,Jupiter,Yes,B,Time2
2544,49.542915,1.235733,49.22135,46.81051,0.7431259,52.446365,34.675514,35.225883,30.098602,Venus,No,C,Time2
2545,35.073235,10.591133,54.335636,3.3365211,1.7241365,94.93933,8.363252,90.39409,1.2426562,Mars,Yes,B,Time2
2546,12.957382,79.06404,7.9785743,10.306473,77.586205,12.107322,72.657234,13.054185,14.288587,Saturns,No,D,Time2
2547,50.356148,1.7241365,47.919712,35.421276,42.610836,21.967888,50.034695,39.655174,10.310126,Pluto,Yes,A,Time2
2548,35.055992,35.714287,29.229721,2.7899797,0.24630737,96.96371,92.63093,6.1576385,1.2114352,Jupiter,No,C,Time2
2549,31.288347,1.7241365,66.98751,87.53574,0.24630737,12.217947,64.53959,35.221672,0.23874024,Mars,No,A,Time2
2550,49.370926,3.69458,46.93449,50.57323,4.679802,44.746964,40.92558,0.24630737,58.828117,Venus,Yes,C,Time2
2551,35.853355,27.339897,36.806744,33.92257,33.743843,32.333584,47.717766,27.339897,24.94234,Venus,No,A,Time2
2552,93.61615,4.187187,2.196661,7.304392,92.50716,0.18845206,88.80693,0.24630737,10.946762,Uranus,Yes,C,Time2
2553,4.022378,94.82758,1.1500342,0.115035705,2.216751,97.66821,0.5856236,4.679802,94.734566,Mercury,No,C,Time2
2554,4.838061,3.9408875,91.221054,87.74971,4.9261093,7.32418,5.4973288,91.13301,3.369663,Venus,No,C,Time2
2555,75.77988,1.7241365,22.495983,52.82964,2.7093582,44.461,56.357227,0.7389221,42.903843,Jupiter,Yes,B,Time2
2556,28.179434,42.364532,29.456034,29.8365,39.901478,30.262026,0.0503125,49.261086,50.6886,Pluto,Yes,D,Time2
2557,19.082905,10.344826,70.572266,10.826958,84.729065,4.4439797,15.595855,70.93596,13.468188,Pluto,Yes,B,Time2
2558,34.828476,26.84729,38.324238,13.621155,15.024635,71.3542,22.212614,1.2315292,76.55585,Uranus,Yes,C,Time2
2559,95.58659,0.24630737,4.167101,12.957382,79.06404,7.9785743,12.94069,9.605911,77.45341,Mars,No,C,Time2
2560,32.553276,38.17734,29.269379,81.994835,17.966324,0.038845528,8.519712,45.566505,45.913784,Jupiter,Yes,A,Time2
2561,1.2975415,54.92611,43.77635,59.85561,2.216751,37.927643,26.022009,58.866997,15.110993,Jupiter,Yes,B,Time2
2562,47.28304,12.561578,40.155376,32.481663,36.206894,31.311447,37.632057,29.310349,33.05759,Venus,Yes,A,Time2
2563,16.102995,0.7389221,83.15807,27.764936,46.059113,26.175953,29.380535,41.133003,29.486462,Mars,Yes,B,Time2
2564,26.963398,12.068962,60.967636,42.74991,13.546799,43.703297,36.16854,25.862068,37.96939,Mars,No,C,Time2
2565,73.07242,12.216743,14.710837,8.167524,85.123146,6.7093315,29.14803,41.034477,29.817492,Pluto,No,D,Time2
2566,11.619397,1.2315292,87.14907,10.327349,89.40887,0.26378417,1.9028661,97.78325,0.31388184,Mars,Yes,A,Time2
2567,10.920144,5.172417,83.90743,14.120032,77.586205,8.293762,31.952127,37.684727,30.363146,Jupiter,Yes,C,Time2
2568,29.525991,42.11823,28.35578,11.299395,78.57143,10.12918,12.643069,77.586205,9.770725,Jupiter,No,A,Time2
2569,15.12821,8.620689,76.2511,13.719268,10.591133,75.689606,16.297121,70.68965,13.013226,Pluto,No,D,Time2
2570,2.3808594,48.522167,49.096973,30.365753,39.162563,30.471684,44.88734,4.187187,50.925476,Mars,No,A,Time2
2571,82.10658,5.172417,12.720995,8.726364,42.610836,48.662804,32.651386,33.743843,33.604774,Uranus,Yes,A,Time2
2572,81.40733,9.1132965,9.479369,10.1394825,83.00494,6.855586,83.240005,7.1428604,9.617128,Mars,Yes,B,Time2
2573,27.272324,47.04434,25.68334,9.789932,89.982285,0.22778565,98.2375,1.7241362,0.038355555,Uranus,Yes,C,Time2
2574,89.877365,4.926109,5.1965194,29.164654,40.394093,30.441254,43.789963,44.334976,11.875066,Mars,Yes,D,Time2
2575,43.227123,18.2266,38.546272,34.650455,28.571426,36.77812,29.456032,42.364532,28.17944,Mars,No,A,Time2
2576,28.230354,48.642975,23.126673,0.19926757,55.831306,43.96942,89.83154,5.679131,4.489329,Mars,Yes,A,Time2
2577,3.2241416,6.1576385,90.618225,4.1592774,95.812805,0.027919922,2.3662496,0.24630737,97.387436,Mars,No,B,Time2
2578,32.100327,41.625614,26.274057,5.4513373,7.6354675,86.91319,8.701313,88.423645,2.875044,Uranus,Yes,C,Time2
2579,81.7916,5.665024,12.543373,29.768764,41.625614,28.60562,9.988861,7.1428604,82.868286,Jupiter,No,B,Time2
2580,11.690982,7.1428604,81.16616,29.58954,41.133003,29.277458,29.70064,33.25123,37.04813,Venus,No,A,Time2
2581,14.328901,73.06329,12.607807,39.685265,21.282677,39.03206,36.637897,30.093187,33.268917,Jupiter,Yes,D,Time2
2582,0.29426894,2.7093582,96.996376,97.44969,0.7389221,1.81139,5.925747,91.87191,2.202339,Mars,Yes,A,Time2
2583,33.893345,37.19212,28.914536,28.040462,42.11823,29.84131,29.981686,41.625614,28.3927,Mars,Yes,C,Time2
2584,50.178726,1.2315292,48.58974,1.4499053,1.2315292,97.318565,43.795662,25.862068,30.342272,Venus,Yes,C,Time2
2585,4.228154,94.82758,0.9442578,5.0756106,94.82758,0.09680176,89.418526,6.650245,3.931233,Jupiter,Yes,C,Time2
2586,30.227991,41.133003,28.639008,29.981686,41.625614,28.3927,33.331852,39.162563,27.505583,Pluto,Yes,A,Time2
2587,86.83446,6.650245,6.5153027,44.93319,28.325119,26.741695,30.623363,41.625614,27.75102,Venus,No,D,Time2
2588,82.374344,9.605911,8.019746,90.302246,5.665024,4.0327353,30.08214,40.14778,29.770079,Pluto,Yes,D,Time2
2589,3.8733106,93.84236,2.2843263,0.10984039,2.216751,97.67341,29.735378,42.11823,28.146395,Mercury,No,D,Time2
2590,36.809353,28.817734,34.372913,22.227236,49.507393,28.265371,15.065593,73.15271,11.781697,Saturns,Yes,B,Time2
2591,52.343304,0.7389221,46.91777,31.250132,38.66995,30.079916,95.85972,2.216751,1.9235395,Venus,No,C,Time2
2592,31.636936,39.162563,29.2005,10.494331,83.99014,5.5155225,29.942024,39.162563,30.895412,Venus,Yes,A,Time2
2593,53.14483,1.2315292,45.623634,8.183659,35.221672,56.594677,14.729536,62.80788,22.462582,Venus,Yes,B,Time2
2594,8.346464,87.43843,4.2151074,85.71351,8.128076,6.158419,7.219304,49.01478,43.76592,Jupiter,Yes,C,Time2
2595,82.37502,8.866997,8.757992,31.024,44.334976,24.641024,8.8250675,7.881775,83.29315,Mars,Yes,C,Time2
2596,74.38137,9.605911,16.012724,34.23776,32.266006,33.49624,35.95355,44.08867,19.957785,Mars,Yes,B,Time2
2597,49.86354,2.7093582,47.427105,29.271988,39.655174,31.072838,48.237507,1.7241365,50.038357,Jupiter,No,A,Time2
2598,47.61757,10.591133,41.791298,22.903534,12.561578,64.53488,33.3903,32.266006,34.343693,Pluto,Yes,A,Time2
2599,38.10976,25.36946,36.520775,76.44991,1.2315292,22.318558,4.1592774,95.812805,0.027919922,Mars,Yes,B,Time2
2600,50.593628,7.6354675,41.7709,29.164011,41.133003,29.702986,30.328453,39.655174,30.01637,Mars,No,B,Time2
2601,97.762596,2.149292,0.088106304,35.346416,29.456251,35.197334,30.122328,38.25108,31.626595,Pluto,Yes,C,Time2
2602,99.15384,0.7389221,0.107233845,53.36608,46.551723,0.08218994,5.7363944,94.18311,0.0804952,Jupiter,Yes,B,Time2
2603,10.072682,5.172417,84.75489,5.513948,43.103455,51.382595,80.13615,9.1132965,10.750555,Mars,No,A,Time2
2604,15.729334,69.70444,14.566228,13.825981,72.6601,13.513921,82.86696,8.620689,8.512349,Mars,No,B,Time2
2605,29.557955,41.625614,28.816431,98.48381,1.2315292,0.28465912,49.262386,2.216751,48.520863,Venus,Yes,A,Time2
2606,46.523804,11.083748,42.39245,30.227991,41.133003,28.639008,11.233247,82.512314,6.2544384,Pluto,No,B,Time2
2607,41.025772,16.995071,41.97916,7.958223,47.53694,44.504833,35.262634,32.75862,31.97874,Uranus,Yes,A,Time2
2608,76.92374,9.605911,13.470348,9.058242,10.591133,80.350624,29.557955,41.625614,28.816431,Mercury,Yes,A,Time2
2609,42.69146,20.443352,36.86519,11.938767,42.11823,45.94301,72.273155,15.517242,12.2095995,Mars,No,D,Time2
2610,49.995045,37.19212,12.812837,42.407585,39.655174,17.93724,47.66975,40.14778,12.182465,Mars,No,A,Time2
2611,23.877739,3.2019653,72.920296,0.8602344,56.896557,42.243214,5.6794386,92.36453,1.9560304,Mars,Yes,B,Time2
2612,5.9805093,5.911331,88.10816,48.332462,8.866997,42.800545,88.22031,7.38916,4.3905263,Mars,No,A,Time2
2613,50.795513,3.9408875,45.263596,31.717846,40.394093,27.888063,35.188137,30.049255,34.762608,Mars,No,A,Time2
2614,26.074833,48.275864,25.649303,9.012676,83.251236,7.736084,36.26349,33.004932,30.731577,Venus,Yes,C,Time2
2615,35.90345,35.714287,28.38226,32.937347,35.714287,31.348366,30.760262,42.610836,26.628902,Venus,Yes,B,Time2
2616,37.746304,49.507393,12.7463045,3.6356225,41.133003,55.231373,68.29027,7.1428604,24.566868,Mars,No,D,Time2
2617,76.89452,13.054185,10.051297,14.961226,14.039406,70.999374,13.449995,78.07882,8.471187,Venus,Yes,C,Time2
2618,6.179804,0.24630737,93.57388,8.865612,90.83845,0.295943,94.00021,1.7241365,4.2756433,Pluto,Yes,A,Time2
2619,11.748823,14.532021,73.719154,10.861708,12.068962,77.06932,80.91473,10.098526,8.986754,Pluto,No,C,Time2
2620,95.11791,2.9556656,1.9264224,93.54994,0.9852219,5.464836,4.691328,93.59606,1.7126074,Mercury,Yes,C,Time2
2621,39.37257,3.69458,56.93285,3.2956433,36.69951,60.00484,9.2761545,42.610836,48.113007,Venus,Yes,A,Time2
2622,25.47513,9.1132965,65.41157,33.212875,31.773397,35.013725,15.4830675,9.605911,74.911026,Venus,Yes,A,Time2
2623,47.193836,10.591133,42.215027,30.78948,39.162563,30.047956,34.918232,37.684727,27.39704,Jupiter,Yes,B,Time2
2624,19.292446,67.24138,13.466176,6.3827424,93.360535,0.25672194,9.755415,85.46798,4.7766066,Jupiter,No,B,Time2
2625,50.86547,3.69458,45.439945,11.837072,80.04926,8.113665,15.24028,70.68965,14.0700655,Jupiter,Yes,C,Time2
2626,49.932423,1.7241365,48.343437,29.971245,35.714287,34.31447,61.613144,37.684727,0.7021277,Mercury,Yes,C,Time2
2627,1.420692,4.679802,93.8995,94.21729,4.6798015,1.1028956,4.1592774,95.812805,0.027919922,Pluto,No,A,Time2
2628,47.416153,1.2315216,51.35232,17.13631,2.2167358,80.64695,21.750078,3.2019653,75.04796,Venus,No,B,Time2
2629,58.801495,5.172417,36.02608,26.975927,39.162563,33.86151,35.90345,35.714287,28.38226,Venus,Yes,A,Time2
2630,5.8041615,6.1576385,88.03821,4.3032775,3.2019653,92.49476,90.66424,6.650244,2.6855154,Jupiter,No,A,Time2
2631,13.804844,79.06404,7.131113,84.826385,5.665024,9.508589,32.691044,36.206894,31.102062,Jupiter,No,C,Time2
2632,50.190754,3.4482803,46.360966,29.635262,42.857136,27.507597,34.853786,44.334976,20.811237,Jupiter,No,A,Time2
2633,5.8061748,8.620689,85.573135,84.26489,7.6354675,8.09964,83.7034,9.60591,6.6906877,Mars,No,B,Time2
2634,11.669508,9.605911,78.72459,12.310309,12.561578,75.128105,13.065929,80.54187,6.3921995,Mars,Yes,A,Time2
2635,81.88241,9.852219,8.265381,79.93397,10.344826,9.721204,76.82108,12.315277,10.863638,Jupiter,Yes,C,Time2
2636,47.862606,7.1428604,44.99453,29.478794,39.655174,30.86603,27.396198,42.11823,30.485573,Uranus,No,B,Time2
2637,15.453841,13.054185,71.49198,23.892931,52.95566,23.151407,32.722355,53.940887,13.336759,Mars,No,A,Time2
2638,49.339046,4.187187,46.473766,49.38411,6.650245,43.965645,88.4209,5.172417,6.406686,Jupiter,No,A,Time2
2639,47.291943,6.1576385,46.55042,30.78948,39.162563,30.047956,42.595444,46.059113,11.345445,Mars,Yes,B,Time2
2640,75.37703,13.546799,11.076177,15.804507,71.67488,12.52061,15.597866,74.63053,9.771597,Venus,No,B,Time2
2641,10.247095,81.52709,8.225816,29.167542,41.133003,29.699457,30.757519,39.655174,29.587305,Uranus,No,B,Time2
2642,64.02402,3.2019653,32.774017,33.64704,37.684727,28.668234,90.00923,1.2315292,8.759235,Mars,Yes,C,Time2
2643,42.10499,4.187187,53.707825,9.214307,90.39409,0.3916016,50.302242,5.665024,44.03274,Uranus,Yes,B,Time2
2644,48.128967,0.24630737,51.624725,2.3954785,96.79803,0.8064942,78.608215,3.69458,17.6972,Mars,No,A,Time2
2645,45.390385,9.1132965,45.496315,9.223145,83.99014,6.7867093,9.264893,7.6354675,83.09964,Mars,No,A,Time2
2646,50.25783,2.4630585,47.27911,20.831146,22.167488,57.001366,5.788701,93.10345,1.1078516,Saturns,No,B,Time2
2647,4.5121093,93.10345,2.3844433,29.343887,40.8867,29.769415,13.932507,17.241379,68.82612,Venus,No,B,Time2
2648,30.194298,41.625614,28.180086,83.471725,9.1132965,7.41497,5.7429886,91.37931,2.877705,Mars,No,A,Time2
2649,31.499178,41.133003,27.367819,22.776205,20.443352,56.780445,26.925829,30.788177,42.285995,Mars,Yes,C,Time2
2650,92.094124,0.49260712,7.413271,0.5429224,48.275864,51.18121,92.497635,3.9408875,3.561471,Mars,Yes,B,Time2
2651,5.213379,92.85714,1.9294825,27.656395,44.581284,27.762321,29.065344,42.610836,28.32382,Uranus,Yes,D,Time2
2652,53.72917,1.477829,44.793,97.066345,2.4630585,0.47059828,94.33394,1.9704437,3.695629,Saturns,Yes,B,Time2
2653,32.4343,30.788177,36.777523,29.203108,40.640396,30.156496,25.06392,36.206894,38.729183,Pluto,No,B,Time2
2654,39.356197,25.862068,34.781734,17.636257,66.748764,15.614978,29.772299,41.625614,28.602085,Jupiter,No,C,Time2
2655,54.289913,8.866997,36.843098,6.7194233,4.4334946,88.847084,10.71167,55.172413,34.115917,Uranus,Yes,B,Time2
2656,46.838993,9.605911,43.5551,29.6164,34.729065,35.654537,30.543173,39.655174,29.801651,Mars,No,A,Time2
2657,96.47371,2.7093582,0.816931,3.2137103,0.24630737,96.53998,3.2137103,0.24630737,96.53998,Mars,Yes,B,Time2
2658,46.966316,1.7241365,51.309544,4.9420238,39.162563,55.895412,29.459848,46.059113,24.481041,Pluto,No,B,Time2
2659,12.871806,10.591133,76.53706,12.533657,79.06404,8.4023,31.459517,38.66995,29.870531,Pluto,Yes,C,Time2
2660,11.108012,11.576355,77.31563,88.216225,5.665024,6.118758,33.223316,37.684727,29.091957,Mars,Yes,A,Time2
2661,50.88748,0.24630737,48.866207,46.31878,1.7241365,51.957085,1.5090113,50.492615,47.99838,Pluto,Yes,B,Time2
2662,80.24469,10.591133,9.164179,59.603035,39.162563,1.234397,32.129547,38.17734,29.693111,Mars,No,B,Time2
2663,74.63811,15.024635,10.337258,12.093239,9.605911,78.30085,6.3447075,73.645325,20.009972,Venus,No,C,Time2
2664,9.728277,10.098526,80.1732,85.53607,7.6354675,6.8284526,12.6422,80.54187,6.8159304,Mercury,No,A,Time2
2665,98.23367,1.7241365,0.042187195,97.87521,0.7389221,1.385858,43.681744,52.95566,3.3625927,Mars,Yes,D,Time2
2666,31.312231,18.2266,50.461166,32.27754,38.423645,29.298819,32.657997,35.960594,31.381407,Mars,Yes,B,Time2
2667,30.511215,40.14778,29.341,0.115035705,2.216751,97.66821,2.4323974,96.30542,1.2621826,Jupiter,Yes,B,Time2
2668,11.807266,7.6354675,80.55727,29.695717,39.655174,30.649107,32.937347,35.714287,31.348366,Venus,Yes,A,Time2
2669,43.202858,10.098526,46.698616,44.44482,13.546799,42.008385,52.48523,7.6354675,39.879303,Mars,Yes,C,Time2
2670,50.260723,3.2019653,46.537315,32.05612,36.206894,31.736982,33.95949,33.25123,32.789276,Pluto,Yes,C,Time2
2671,9.304545,10.098526,80.59693,14.504102,75.12315,10.372745,31.636936,39.162563,29.2005,Mars,Yes,A,Time2
2672,58.371513,41.625614,0.002871094,52.34121,46.059113,1.5996803,21.71584,59.85222,18.431944,Pluto,No,A,Time2
2673,88.53658,6.650245,4.8131757,38.26093,45.07389,16.66518,12.798184,62.80788,24.393936,Venus,No,B,Time2
2674,89.631065,5.4187164,4.9502163,91.1089,2.4630582,6.4280453,8.64584,7.38916,83.965,Mars,No,C,Time2
2675,53.015144,0.24630737,46.73855,0.3498096,98.76846,0.8817236,38.751442,25.36946,35.879097,Mars,Yes,B,Time2
2676,18.506449,62.561577,18.931974,73.26066,17.733994,9.005344,29.657265,39.408867,30.933867,Mars,No,D,Time2
2677,52.878105,1.477829,45.644062,96.21529,2.4630585,1.3216621,6.9080806,89.16256,3.9293602,Mars,Yes,A,Time2
2678,29.772299,41.625614,28.602085,2.3653173,97.29065,0.34403807,30.018606,41.133003,28.848392,Mars,Yes,B,Time2
2679,68.03587,15.517242,16.44689,21.371437,64.77832,13.8502445,18.691298,66.748764,14.559939,Mars,No,A,Time2
2680,39.762924,1.7241365,58.51293,27.291113,37.684727,35.02416,20.415432,63.30049,16.284075,Mars,No,A,Time2
2681,47.813774,1.7241365,50.462086,35.29186,29.310349,35.39779,27.92149,34.729065,37.34945,Mars,No,A,Time2
2682,69.388695,16.00985,14.601458,77.38365,11.083748,11.532595,76.7789,10.591133,12.629965,Mars,No,C,Time2
2683,45.3215,10.098526,44.579975,7.361245,89.40887,3.2298877,4.144658,47.53694,48.318398,Mars,No,B,Time2
2684,34.63226,35.714287,29.65345,30.188332,38.66995,31.14172,33.983105,48.029552,17.987343,Mars,Yes,C,Time2
2685,11.921534,0.7459183,87.33255,75.18804,12.073167,12.738792,31.070024,38.18154,30.748432,Jupiter,No,C,Time2
2686,1.4499053,1.2315292,97.318565,96.651146,3.2019653,0.1468988,2.474793,1.7241365,95.80107,Jupiter,No,A,Time2
2687,49.14133,7.1428604,43.715805,10.538462,83.497536,5.963999,30.511215,40.14778,29.341,Mars,No,B,Time2
2688,71.71166,17.487686,10.800649,10.700977,81.034485,8.264541,75.514786,11.576355,12.908855,Mars,Yes,D,Time2
2689,81.949486,8.866997,9.183521,32.434757,42.364532,25.200712,11.565869,83.251236,5.1828904,Mars,Yes,A,Time2
2690,11.055825,82.01971,6.9244676,11.193586,80.04926,8.757151,39.31206,26.354683,34.333252,Jupiter,No,C,Time2
2691,36.84834,55.665024,7.486635,29.321873,44.334976,26.343151,27.978199,45.320194,26.701605,Mercury,No,D,Time2
2692,48.2876,10.098526,41.613873,47.193836,10.591133,42.215027,31.883244,38.66995,29.446808,Mars,No,B,Time2
2693,30.018606,41.133003,28.848392,39.448433,49.507393,11.044177,33.713184,33.743843,32.542973,Venus,Yes,C,Time2
2694,95.9811,3.6945806,0.3243201,98.12896,0.24630737,1.6247278,6.3827424,93.360535,0.25672194,Uranus,Yes,B,Time2
2695,21.190384,5.172417,73.6372,53.69013,27.832512,18.47736,3.2792602,58.866997,37.85374,Mars,No,A,Time2
2696,95.133644,3.6945806,1.1717777,90.43296,1.2315292,8.335506,27.902702,44.08867,28.00863,Mars,Yes,D,Time2
2697,94.829414,1.7241365,3.4464426,10.843461,7.1428595,82.01367,10.225079,84.97537,4.799551,Mars,Yes,C,Time2
2698,73.22916,16.995071,9.775769,18.77479,14.039406,67.18581,26.992617,8.620689,64.38669,Venus,No,C,Time2
2699,64.577156,16.502466,18.920376,38.907124,16.995071,44.09781,28.750156,44.08867,27.161175,Mars,No,A,Time2
2700,43.450367,11.822662,44.726967,40.1373,26.108376,33.754322,23.338223,10.344826,66.31695,Uranus,Yes,B,Time2
2701,76.24137,18.477104,5.281516,10.668601,53.452473,35.878925,13.020552,56.408142,30.571302,Uranus,Yes,B,Time2
2702,9.854685,9.1132965,81.03201,3.8521833,6.650245,89.49757,9.303393,85.96059,4.7360206,Venus,No,B,Time2
2703,49.667328,11.576355,38.756313,32.70983,26.84729,40.44288,40.316067,15.024635,44.659294,Mars,No,C,Time2
2704,47.853443,4.187187,47.95937,32.51362,35.714287,31.772095,25.754833,47.53694,26.708221,Mars,Yes,C,Time2
2705,84.74898,8.37439,6.8766346,79.01582,11.330048,9.654125,82.73347,9.852219,7.414316,Mars,No,A,Time2
2706,13.758934,13.054185,73.18689,74.70699,14.039406,11.253601,24.736216,10.591133,64.672646,Venus,Yes,A,Time2
2707,22.381699,16.995071,60.623234,33.893345,37.19212,28.914536,10.118613,71.18227,18.699121,Mars,Yes,A,Time2
2708,77.03228,11.083748,11.883972,9.905704,10.591133,79.50317,70.3215,10.098526,19.579973,Mars,Yes,B,Time2
2709,10.604967,6.650246,82.7448,14.934095,38.66995,46.39595,76.43112,10.591133,12.977738,Mars,Yes,D,Time2
2710,28.188662,46.059113,25.752226,77.9194,13.546799,8.533803,85.999466,10.098525,3.9020073,Mars,No,B,Time2
2711,41.242847,19.950745,38.80641,31.70582,38.17734,30.116835,31.872808,32.75862,35.368572,Pluto,Yes,D,Time2
2712,87.59288,11.083748,1.3233734,41.282238,56.896557,1.8212134,12.7433,4.187187,83.06951,Jupiter,Yes,C,Time2
2713,54.491146,5.911331,39.597527,29.8365,39.901478,30.262026,2.154912,43.349754,54.495335,Venus,No,B,Time2
2714,55.372017,2.7093582,41.91863,30.474293,40.640396,28.885311,10.573652,88.91626,0.5100879,Venus,Yes,A,Time2
2715,78.549774,10.591133,10.859095,12.258129,83.00494,4.7369385,10.152007,10.098526,79.749466,Mars,Yes,B,Time2
2716,47.56747,2.216751,50.215782,0.2183838,3.6945806,96.087036,6.1297216,91.87191,1.9983642,Mars,No,C,Time2
2717,47.56747,2.216751,50.215782,6.436565,5.665024,87.898415,49.262386,2.216751,48.520863,Mars,Yes,A,Time2
2718,32.06067,39.162563,28.776772,13.410335,75.61576,10.973899,9.590516,12.068962,78.340515,Mercury,No,B,Time2
2719,51.942528,0.24630737,47.81117,31.469954,44.581284,23.948761,44.83307,53.448277,1.7186596,Pluto,No,A,Time2
2720,49.114727,1.2315292,49.65374,7.646338,88.423645,3.9300196,11.476124,88.423645,0.100234374,Jupiter,No,B,Time2
2721,25.178724,1.2315292,73.589745,16.199018,75.12315,8.677827,12.247693,77.0936,10.658709,Pluto,No,C,Time2
2722,95.252075,0.9852219,3.7627087,2.0458362,97.87567,0.07848988,47.413273,0.49260712,52.09412,Uranus,No,B,Time2
2723,16.823128,8.620689,74.556175,12.546184,6.1576385,81.29618,79.416016,1.2315292,19.352455,Saturns,Yes,A,Time2
2724,32.561626,22.906403,44.53197,48.202023,41.625614,10.172363,74.42102,12.068962,13.51001,Uranus,Yes,A,Time2
2725,81.61398,6.1576385,12.228384,19.676517,64.77832,15.545161,21.15435,61.82266,17.022993,Venus,Yes,D,Time2
2726,29.173883,44.08867,26.737448,43.136063,32.266006,24.597933,26.91748,46.059113,27.023407,Jupiter,No,A,Time2
2727,46.27476,8.620689,45.104546,14.05382,75.61576,10.330413,30.511215,40.14778,29.341,Pluto,Yes,D,Time2
